setKey,slotKey,rarity,mainStatKey,level,location,lock,id,current rolls,The probablity of 6.5rolls is: ,The Median rolls achiveable is: ,The potential ceiling is: 

EmblemOfSeveredFate,flower,5,hp,6,,True,245,2.73,47.2%,6.4 Rolls,7.7 Rolls with 0.0033,"['atk', 'critRate_', 'critDMG_', 'eleMas']"
EmblemOfSeveredFate,flower,5,hp,0,,True,587,2.29,5.0%,5.2 Rolls,7.1 Rolls with 0.0033,"['critRate_', 'atk', 'enerRech_', 'atk_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,588,2.19,0.0%,5.2 Rolls,6.2 Rolls with 0.0033,"['enerRech_', 'atk_', 'critRate_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,591,2.18,0.0%,5.3 Rolls,6.2 Rolls with 0.0033,"['atk', 'critDMG_', 'critRate_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,586,2.0,3.1%,4.0 Rolls,7.0 Rolls with 0.0033,"['critDMG_', 'critRate_', 'hp_', 'def']"
EmblemOfSeveredFate,flower,5,hp,0,,True,598,1.99,0.0%,4.5 Rolls,6.0 Rolls with 0.0033,"['def', 'critRate_', 'enerRech_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,595,1.91,0.0%,4.6 Rolls,5.9 Rolls with 0.0033,"['enerRech_', 'critRate_', 'atk']"
EmblemOfSeveredFate,flower,5,hp,0,,False,589,1.87,0.0%,4.3 Rolls,5.0 Rolls with 0.0033,"['enerRech_', 'atk', 'eleMas']"
EmblemOfSeveredFate,flower,5,hp,0,,True,596,1.79,0.0%,4.3 Rolls,5.8 Rolls with 0.0033,"['def', 'critRate_', 'enerRech_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,599,1.74,0.0%,4.4 Rolls,5.7 Rolls with 0.0033,"['enerRech_', 'critRate_', 'atk']"
EmblemOfSeveredFate,flower,5,hp,0,,True,602,1.68,0.0%,3.6 Rolls,5.7 Rolls with 0.0033,"['critRate_', 'def', 'atk_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,603,1.67,0.0%,4.2 Rolls,5.7 Rolls with 0.0033,"['def', 'enerRech_', 'critRate_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,593,1.57,0.0%,4.1 Rolls,5.6 Rolls with 0.0033,"['critDMG_', 'def', 'enerRech_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,601,1.56,0.0%,3.5 Rolls,5.6 Rolls with 0.0033,"['def', 'critDMG_', 'atk_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,600,1.55,0.0%,3.7 Rolls,5.5 Rolls with 0.0033,"['atk_', 'atk', 'critDMG_']"
EmblemOfSeveredFate,flower,5,hp,0,,False,590,1.54,0.0%,3.4 Rolls,4.6 Rolls with 0.0033,"['atk', 'atk_', 'enerRech_']"
EmblemOfSeveredFate,flower,5,hp,0,,True,592,1.5,0.0%,3.4 Rolls,5.5 Rolls with 0.0033,"['def_', 'atk_', 'critRate_']"

EmblemOfSeveredFate,flower,,,,,,,0,,,,


EmblemOfSeveredFate,plume,5,atk,4,,False,289,2.46,20.6%,5.8 Rolls,7.2 Rolls with 0.0033,"['enerRech_', 'critDMG_', 'eleMas', 'def']"
EmblemOfSeveredFate,plume,5,atk,0,,False,604,2.36,5.0%,5.1 Rolls,7.1 Rolls with 0.0033,"['critRate_', 'atk_', 'hp', 'eleMas']"
EmblemOfSeveredFate,plume,5,atk,4,,False,290,2.32,5.0%,5.1 Rolls,7.1 Rolls with 0.0033,"['atk_', 'critRate_', 'enerRech_', 'def']"
EmblemOfSeveredFate,plume,5,atk,0,,True,605,2.21,3.0%,5.0 Rolls,7.0 Rolls with 0.0033,"['eleMas', 'critRate_', 'atk_', 'hp_']"
EmblemOfSeveredFate,plume,5,atk,0,,True,610,2.19,0.0%,5.5 Rolls,6.2 Rolls with 0.0033,"['eleMas', 'critDMG_', 'enerRech_']"
EmblemOfSeveredFate,plume,5,atk,0,,True,606,2.12,3.1%,4.1 Rolls,7.1 Rolls with 0.0033,"['critDMG_', 'hp', 'critRate_', 'def_']"
EmblemOfSeveredFate,plume,5,atk,0,,True,616,2.09,0.0%,4.6 Rolls,6.1 Rolls with 0.0033,"['def', 'enerRech_', 'critRate_']"
